Size C S Time
2800 61353 18488 0.017002512000000358
2800 55333 18609 0.015905812999999824
2900 61716 20087 0.017544631999999893
2900 61470 20219 0.01757761999999996
2900 57780 17283 0.0165069459999998
2900 57112 17603 0.016357762000000164
2900 60525 18187 0.01738115299999965
2900 60862 18057 0.016947164000000292
2900 65890 19399 0.018248762000000696
2900 59249 18094 0.01679284999999986
2900 58038 17889 0.01670671100000032
2900 56340 18620 0.016516107999999363
3000 65541 20010 0.020613705000000593
3000 62650 19184 0.017956627000000225
3000 59884 19290 0.018802610999999914
3000 60012 19160 0.017883684000000954
3000 59377 18847 0.017273755999999807
3000 60835 18819 0.017161958999999172
3000 59569 19525 0.01726422499999991
3000 61341 18480 0.017400946000000417
3000 61685 19115 0.017269356999999985
3000 63649 20094 0.01931320699999972
3100 59925 19696 0.017351828999998986
3100 72590 22799 0.020382782000000432
3100 63327 18872 0.018123771000000843
3100 64932 20647 0.01910281000000147
3100 62834 18938 0.017932434999998748
3100 65278 19842 0.018201845000000105
3100 68954 20786 0.019040863999999047
3100 61561 19222 0.01784703000000043
3100 61393 20740 0.01843899799999882
3100 66291 19753 0.020530499000001257
3200 66412 20078 0.018637666000000053
3200 64563 20090 0.018799312000000512
3200 64004 19519 0.018279918999999367
3200 63531 20399 0.0182102749999995
3200 61738 19849 0.017778485999999205
3200 61538 19880 0.017458859999999632
3200 62185 20330 0.01786242500000057
3200 66391 20666 0.01871354000000025
3200 66747 20694 0.01868495000000081
3200 65634 20602 0.018776218999999372
3300 69136 22453 0.019688913999999613
3300 67081 22336 0.01916182300000102
3300 75434 23764 0.02081383700000039
3300 66276 21013 0.019165123000000506
3300 70839 23339 0.020270619999999795
3300 68879 21769 0.019709440999999828
3300 68476 20891 0.019647861000001043
3300 66659 21407 0.019425736000000526
3300 70172 21369 0.020389012999999068
3300 70584 21509 0.02000890700000113
3400 71713 22432 0.02013646400000013
3400 76926 23208 0.021410572000000627
3400 76198 24214 0.020992710999999886
3400 64313 21748 0.018819471999998783
3400 76326 24650 0.021000409000000886
3400 71376 23627 0.02033806299999874
3400 69126 23238 0.019674618999999893
3400 68124 23464 0.019787880999999174
3400 70150 21634 0.01952983400000008
3400 79332 24157 0.022076216000000315
3500 72737 21943 0.021040728999999203
3500 74276 22231 0.021269818000000384
3500 83404 25652 0.023082378999999875
3500 81142 24330 0.022681379999999862
3500 82185 26742 0.023353988000000214
3500 79686 23854 0.021977614999999062
3500 71010 21804 0.020677483000000052
3500 74697 23449 0.020969619000000606
3500 67638 22306 0.019966387999998503
3500 69073 22497 0.01991763700000071
3600 73845 22598 0.02148534699999871
3600 80727 24699 0.023348122999999887
3600 72404 22397 0.021362188000001225
3600 71353 22698 0.020622134999999986
3600 80755 24989 0.022431029999999907
3600 80664 25770 0.022724998999999357
3600 73731 23070 0.02049861000000064
3600 79616 24506 0.023352155999999624
3600 73526 22922 0.021459322000000114
3600 80644 25434 0.022691642999999928
3700 75754 23103 0.021983113999999304
3700 76998 23885 0.021588345000001397
3700 74427 22915 0.02125405700000016
3700 74442 23721 0.02167521600000022
3700 79350 24754 0.02300467200000078
3700 80619 24291 0.02264619099999976
3700 71792 23430 0.020600143000001125
3700 72281 23281 0.02121447000000032
3700 78350 23977 0.022242260000000513
3700 76717 24675 0.021689878000000107
3800 84229 27037 0.02385395399999979
3800 83402 25278 0.02374509100000033
3800 78449 23989 0.023252821999999895
3800 79185 24625 0.022991108999999454
3800 77527 23930 0.02224849099999915
3800 78525 24181 0.02266268600000032
3800 83514 27167 0.023792007999999143
3800 85372 26706 0.023904536999999948
3800 75182 24966 0.021863620000001305
3800 80808 24011 0.0227594540000009
3900 89178 27711 0.025368881000000343
3900 83804 25783 0.02397381399999965
3900 75554 24868 0.021969550999999754
3900 83725 26552 0.024167715999999118
3900 81933 25557 0.023097040999999763
3900 82105 25949 0.023393207999999888
3900 85179 26495 0.02456431699999939
3900 80813 26259 0.02324439100000042
3900 80984 25585 0.023881079000000582
3900 81646 28635 0.024094406999999762
4000 86712 27846 0.024745023000001254
4000 91561 28599 0.025909533000000096
4000 81085 25027 0.023288376
4000 81692 26181 0.023774047999999937
4000 82255 25069 0.02352003299999872
4000 91510 28268 0.025514032000000242
4000 83544 26052 0.024101005000000342
4000 79918 26021 0.022876014999999583
4000 84638 25679 0.02414315699999925
4000 87360 26776 0.024651921000000243
4100 90257 28274 0.02566138300000098
4100 82356 26156 0.023600306000000515
4100 84107 26529 0.024749787999999384
4100 87477 27709 0.02533479200000066
4100 83702 26599 0.023644291000000095
4100 86214 27629 0.02463469299999943
4100 81988 27920 0.023848821999999714
4100 83957 27623 0.024289407999999568
4100 92621 28831 0.026192138000000753
4100 92322 28391 0.026023894999999797
4200 93236 28179 0.026026460999998946
4200 90899 28462 0.025721496000000954
4200 94456 28922 0.026380543000000145
4200 100364 29802 0.028215462000000358
4200 91405 28792 0.025861516000002638
4200 86844 27149 0.02545025400000256
4200 91347 28975 0.026879774999997608
4200 88997 28477 0.025150420999999312
4200 85796 27359 0.02447634600000015
4200 87628 27473 0.02464202400000204
4300 88916 27627 0.025245354999999137
4300 97326 32458 0.02758610600000111
4300 91661 29259 0.026142289000002705
4300 92340 28359 0.02608217500000265
4300 94387 28779 0.026610365999999885
4300 95808 29589 0.026852285000000364
4300 101444 30220 0.028386270999998686
4300 90564 29140 0.025578544000001813
4300 97214 29795 0.027709997999998848
4300 89977 27766 0.026132392000000948
4400 92808 28524 0.026374311000001427
4400 95168 30673 0.026911298000001693
4400 89151 29158 0.025089941000000948
4400 89501 29864 0.025414332000000428
4400 101079 31097 0.02849989999999991
4400 98284 32422 0.027768277999999924
4400 88953 27656 0.025829993000002105
4400 93607 30219 0.02681196500000027
4400 93288 28771 0.025974410999999975
4400 95218 30069 0.02707074499999962
4500 95608 29637 0.027371310999999565
4500 94982 29790 0.02744865200000035
4500 92052 29479 0.02660083499999999
4500 98879 30106 0.02790206699999942
4500 95922 29643 0.02729726899999818
4500 95419 28833 0.027019794999997515
4500 106301 33580 0.030164375999998327
4500 93247 30027 0.026911664000000002
4500 106424 31635 0.029176907000000085
4500 96292 30978 0.026911298000001693
4600 101956 33040 0.029430921999999526
4600 102260 32600 0.02874365200000284
4600 102482 32483 0.02891702699999854
4600 102790 31051 0.029396466999997983
4600 104139 34327 0.030198465000001562
4600 103458 34308 0.029519993000000966
4600 111007 33177 0.030804729999999836
4600 113756 36183 0.03157300500000204
4600 91678 30007 0.026838722000000814
4600 98272 30387 0.02780896499999841
4700 97661 32141 0.02793945399999842
4700 106764 35885 0.030087036000001177
4700 104014 31571 0.0293623779999983
4700 102310 31125 0.02882905699999938
4700 102792 31854 0.02854425199999966
4700 103576 32179 0.029352847999998488
4700 102097 31377 0.02922602399999974
4700 102278 31115 0.028959180000001083
4700 95926 30772 0.027605898999997436
4700 100290 31555 0.028122726000002984
4800 106219 33517 0.030085202999998728
4800 109624 33896 0.030523590000001377
4800 99505 31983 0.028364645999999993
4800 106592 32385 0.029861977999999567
4800 106190 32222 0.0300067619999993
4800 96496 31244 0.02795044999999874
4800 105093 33008 0.03123431899999929
4800 111438 35984 0.03200369400000014
4800 103189 32575 0.029249848999999273
4800 102724 33650 0.029300431999999432
4900 122442 37483 0.0339925629999982
4900 98905 32626 0.028803765999999342
4900 103523 32271 0.02938143800000148
4900 102111 31074 0.02873045600000168
4900 106886 32955 0.030233287000001496
4900 109242 33520 0.03067094100000034
4900 105835 33155 0.030768074000000922
4900 110356 34518 0.03130506200000127
4900 102944 33887 0.030561711000000713
4900 103733 32774 0.029969375000000298
5000 113967 35508 0.032478735999998065
5000 106361 34853 0.03011379300000172
5000 103628 35284 0.030014093999998437
5000 110957 34715 0.03171998999999914
5000 105168 34273 0.030239152000000047
5000 111514 35280 0.031449480999999224
5000 104655 32430 0.029564710999999022
5000 103137 32803 0.029501298999999648
5000 118492 37023 0.033526318999999916
5000 110388 34764 0.031514358999999104
5100 109600 36067 0.03156164200000333
5100 126462 39134 0.03504564400000021
5100 105023 34475 0.030398598999997972
5100 107095 36391 0.03058077100000034
5100 104626 33367 0.03000896200000014
5100 111510 35287 0.032867638999999116
5100 111755 35954 0.031949445999998716
5100 122710 38053 0.034675435000000476
5100 106121 34291 0.032529685000000086
5100 114839 37442 0.034960605000001976
5200 116693 36334 0.03374477899999917
5200 114307 36622 0.032748878999999675
5200 118360 38663 0.03423008299999708
5200 111677 37724 0.03231012600000227
5200 110546 33924 0.03216240799999781
5200 114004 35579 0.03357506900000118
5200 117589 38872 0.03428579800000264
5200 108576 34285 0.03136700700000006
5200 115546 37798 0.03348563299999796
5200 120347 37580 0.03402995000000075
5300 121588 38554 0.03420772500000169
5300 121507 38345 0.03474104600000061
5300 119755 38011 0.034137348000001566
5300 114606 40278 0.033892495999999994
5300 114122 37771 0.032815957000000395
5300 110390 35859 0.0325102589999986
5300 111621 36416 0.03242705299999926
5300 114254 35911 0.03313008499999981
5300 114709 40723 0.03416153999999949
5300 123129 37992 0.034302660000001595
5400 123382 38716 0.03524064500000179
5400 127073 41085 0.0367804970000023
5400 124970 40054 0.03749745700000062
5400 118358 36913 0.03515047499999824
5400 116405 37387 0.03465747399999941
5400 121904 42159 0.0372236490000013
5400 120108 37699 0.0359872949999982
5400 113029 36566 0.03369712800000002
5400 120436 40119 0.03699272600000114
5400 110526 35981 0.03362052099999957
5500 123572 38008 0.039087524999999346
5500 120119 38323 0.034348110999999903
5500 119681 38051 0.03498040000000202
5500 125738 40971 0.03646930100000034
5500 119440 42952 0.03603934399999886
5500 124154 39272 0.03561928600000286
5500 130349 42767 0.03721411900000149
5500 116813 37789 0.03442691699999756
5500 118842 40286 0.03493091600000042
5500 111098 36562 0.0329475460000026
5600 126159 39265 0.036390494000002604
5600 125674 40824 0.03604521000000105
5600 125551 41025 0.036641942999999344
5600 122044 39417 0.03528463000000315
5600 128759 40260 0.038036276999999785
5600 122988 38637 0.03419562800000264
5600 139081 41909 0.037726546999998334
5600 126667 39862 0.035509321999999344
5600 125809 41297 0.03590115800000149
5600 123192 38472 0.03567096800000158
5700 131769 41386 0.03739116000000209
5700 121248 39945 0.03444854399999997
5700 125832 40482 0.03533521399999984
5700 121633 38810 0.03447640099999916
5700 125156 41653 0.03557346699999897
5700 126103 42777 0.03598583000000133
5700 134849 42379 0.03765507099999965
5700 127086 39844 0.0352476089999989
5700 120895 38536 0.03455814000000146
5700 118678 39191 0.034552641999997746
5800 120279 39374 0.03430302499999982
5800 131859 41087 0.036964869000001954
5800 127578 39746 0.03563467999999759
5800 128901 46348 0.037255538000000143
5800 128839 40482 0.036143077000001966
5800 128152 43027 0.03677243300000299
5800 148697 46015 0.04055883399999871
5800 132088 40796 0.03785410500000097
5800 130718 44007 0.037413519000001116
5800 129839 40710 0.0372577370000009
5900 132290 42415 0.037887825999998626
5900 133041 41709 0.036743475999998054
5900 138552 43635 0.039354735999999946
5900 128401 41247 0.036642309000001205
5900 128213 40347 0.03716353599999778
5900 131843 41653 0.03802711300000183
5900 147267 46190 0.041483624000001385
5900 133763 44069 0.03873637599999569
5900 130351 42598 0.03874957099999676
5900 134267 44302 0.03851131799999763
6000 135720 42580 0.03883350999999635
6000 141018 45798 0.039909317000002886
6000 127163 41531 0.03702314899999948
6000 125585 40851 0.03657743099999777
6000 132095 42274 0.037541075999996565
6000 124545 42755 0.03669729199999949
6000 140648 46976 0.04073953900000049
6000 133502 44090 0.03912527899999674
6000 145096 46674 0.0417075820000008
6000 139857 45014 0.04143010900000377
6100 144420 47728 0.04184577000000189
6100 138472 42842 0.03877083100000078
6100 131043 44486 0.03819865599999872
6100 139993 45210 0.03961644799999675
6100 131551 42593 0.038603319999999997
6100 142845 44253 0.040579360000002396
6100 139393 47177 0.04206862800000266
6100 137052 45518 0.039858733999999174
6100 132080 42779 0.037994490999999186
6100 147798 46666 0.04099245500000137
6200 152651 45969 0.04216979400000298
6200 139205 47072 0.03977699499999687
6200 135605 45276 0.038765699999999015
6200 131327 42778 0.037672298000003934
6200 134440 45280 0.03873491000000229
6200 138382 45018 0.03902594600000242
6200 133613 43987 0.03783797599999872
6200 136789 43520 0.038561166999997454
6200 142933 46990 0.040333774999993466
6200 140808 44577 0.03973410900000118
6300 138269 42997 0.03926090100000579
6300 152286 46888 0.042014012999999295
6300 143377 46556 0.041409214999994504
6300 146046 47676 0.041529441999998085
6300 142134 46922 0.040256433999999786
6300 149070 46201 0.04125563300000579
6300 140103 44676 0.039937907000002326
6300 155079 47824 0.04298425500000036
6300 135191 43290 0.038457435999994516
6300 153526 48078 0.04221634599999646
6400 146400 46242 0.04167019399999816
6400 141709 47203 0.040636173999999414
6400 139489 47789 0.040847669999998004
6400 146926 50937 0.04180325100000459
6400 149147 46864 0.04146712900000438
6400 135500 47779 0.03905526999999864
6400 143131 45659 0.04033340899999871
6400 141009 43555 0.03947936099999794
6400 137185 46876 0.03996833000000066
6400 148150 46167 0.0412241100000017
6500 142209 46030 0.040242139000000066
6500 139585 46680 0.0396582340000009
6500 149777 46025 0.04299195200000128
6500 142289 46909 0.04025386799999353
6500 155002 49650 0.04314150200000455
6500 139691 46176 0.03998225900000563
6500 141012 45574 0.039684258999997724
6500 144193 46212 0.04061418100000225
6500 146006 45437 0.04144073799999859
6500 148976 46114 0.04368765400000285
6600 162248 53081 0.04517765500000337
6600 144863 46653 0.04125856499999969
6600 161815 49493 0.04485253
6600 146929 48210 0.04218885400000261
6600 144825 46935 0.04134397100000342
6600 164762 52141 0.046168424000001096
6600 162833 51702 0.04562850399999974
6600 157783 49851 0.045231902999994134
6600 153463 48251 0.04291058000000447
6600 147384 47891 0.0413190449999945
6700 146377 48843 0.04237615800000327
6700 161533 52115 0.04477042399999931
6700 143287 47759 0.0413571660000045
6700 150862 48503 0.042104182999999296
6700 165801 51470 0.04637808600000426
6700 157419 48475 0.04899924299999725
6700 152807 46377 0.04291864400000378
6700 141566 45212 0.04007096299999802
6700 162322 52551 0.045392448999997725
6700 144287 46586 0.0412325409999994
6800 153742 48512 0.04349118599999713
6800 149999 47741 0.04281381199999856
6800 149938 49693 0.04292927300000571
6800 149299 47504 0.043272725000001344
6800 159378 51859 0.044713609999995185
6800 150614 49090 0.04274490200000258
6800 144819 48002 0.04125416700000528
6800 150720 49809 0.04274929999999699
6800 154275 49043 0.04591990600000173
6800 161774 49465 0.04508162000000482
6900 158698 48035 0.06559122600000222
6900 148414 50284 0.044687584999998364
6900 157682 51481 0.04391124499999677
6900 162284 52238 0.04675929199999729
6900 153758 50445 0.045179121000003875
6900 181489 57871 0.05038661300000058
6900 172482 55086 0.04890357499999709
6900 143354 50685 0.042771293000001265
6900 163016 52583 0.046217907000006164
6900 162251 51727 0.04707965200000075
7000 156948 50242 0.04500904500000047
7000 153070 51065 0.04351391099999802
7000 165863 52825 0.046822337999998354
7000 175119 57362 0.05009301000000477
7000 161578 52542 0.04560907699999461
7000 151850 53638 0.04403586999999476
7000 148991 50895 0.043285555000004194
7000 167604 54278 0.04723799899999648
7000 159395 48389 0.04458935200000269
7000 158118 49588 0.044700781000003076
7100 167278 52184 0.04680950899999914
7100 175646 53393 0.04822876800000131
7100 167448 53495 0.04676772300000209
7100 157643 51294 0.044735236000001066
7100 160217 50883 0.04642463799999774
7100 163289 52340 0.04585906100000159
7100 167284 52206 0.047151495000001376
7100 166331 59817 0.0486019089999985
7100 159191 51173 0.04495369699999685
7100 156589 52723 0.046251261999998405
7200 159714 54640 0.04684029900000297
7200 163927 52825 0.046842497999996624
7200 187506 58311 0.05440613500000069
7200 166247 54442 0.047025402999999244
7200 164613 53891 0.0464151070000014
7200 166638 51545 0.046385417999999845
7200 179445 56332 0.04966891899999837
7200 177167 56425 0.0492657209999976
7200 154568 49352 0.045722339000001
7200 161251 52195 0.046986917000005235
7300 167683 55077 0.04776728800000285
7300 159811 51807 0.04716065799999569
7300 171504 56445 0.04801800500000297
7300 173698 54120 0.04884896000000083
7300 175266 53116 0.04875659100000007
7300 180468 55875 0.057319426999995926
7300 165321 52998 0.04808764900000284
7300 179930 55900 0.05006148800000432
7300 159462 53009 0.04606322500000459
7300 169703 53774 0.04792563499999858
7400 172838 55198 0.04851430499999765
7400 159528 53063 0.04657565400000152
7400 159910 51610 0.04624246500000595
7400 168919 53399 0.047701310000000774
7400 167622 53102 0.04722956799999878
7400 169818 55196 0.047592814000005035
7400 172436 53559 0.048810106000004794
7400 172769 57842 0.0487822489999985
7400 165844 56721 0.04813053300000547
7400 170133 53643 0.04754443000000208
7500 166694 54377 0.04820274299999738
7500 164170 53580 0.04869391100000087
7500 171882 54815 0.04867705099999853
7500 166540 52160 0.04688941500000254
7500 178868 56241 0.04999147800000259
7500 179854 57573 0.050391378000000486
7500 164606 55195 0.047195847000004676
7500 173213 55225 0.04856855400000626
7500 189973 60894 0.05377751200000347
7500 176929 60586 0.04965499000000051
7600 179241 57380 0.05023816199999942
7600 171136 54122 0.048786647000000016
7600 181572 57511 0.05094815799999708
7600 174225 57596 0.049715470000002426
7600 178101 58132 0.050795307999997874
7600 171610 56189 0.05025062500000388
7600 170355 59271 0.04851284000000078
7600 178970 57646 0.050373417000002974
7600 179743 59311 0.051425764000001095
7600 179288 57735 0.05054715900000417
7700 180944 59514 0.05127328199999681
7700 181538 59680 0.0515635850000038
7700 166252 54507 0.04881450500000284
7700 172642 54924 0.04865872299999552
7700 178147 55014 0.050113902999996185
7700 198473 62632 0.05556184799999642
7700 180648 57838 0.05038038099999653
7700 168354 56038 0.0489592899999991
7700 184638 62370 0.05257048200000014
7700 172365 54734 0.051002406000002054
7800 178876 57157 0.0513132360000057
7800 180033 56491 0.051183844999997063
7800 179813 57687 0.051025498999997865
7800 181675 57258 0.05048338000000285
7800 181742 57691 0.050764518999997676
7800 191895 62390 0.053639324999998905
7800 175106 55424 0.050149457999999925
7800 175977 59182 0.05174429200000219
7800 172921 53787 0.048865087999999446
