Size C S Time
100 535 241 0.0007734079999999754
100 546 267 0.0007407850000000216
100 542 266 0.0007187929999999954
100 548 259 0.0007209919999999759
100 541 277 0.0006978999999999735
100 542 256 0.0006938670000000147
100 542 260 0.0006975329999999724
100 544 255 0.0006982660000000029
100 552 249 0.0007019320000000162
100 546 259 0.0008096960000000264
200 1294 632 0.0019452500000000095
200 1277 629 0.0016446829999999801
200 1273 619 0.0016366199999999775
200 1277 618 0.0016428500000000845
200 1271 609 0.0016923340000000175
200 1274 613 0.0016402840000000474
200 1281 616 0.0016498150000000544
200 1267 631 0.0015886019999999945
200 1289 610 0.0016487149999999673
200 1279 599 0.0016369860000000624
300 2106 1017 0.002680903999999984
300 2115 1017 0.0026999639999999436
300 2088 1009 0.0026757720000000207
300 2101 997 0.0026644089999999787
300 2088 1017 0.0026530460000000478
300 2098 1015 0.0026644089999999787
300 2103 1055 0.002635085999999953
300 2115 999 0.0026790709999999773
300 2101 1014 0.0026416830000000058
300 2091 1025 0.0025709400000000215
400 2968 1450 0.0038234209999999935
400 2947 1465 0.004000462000000038
400 2960 1427 0.00371748999999999
400 2954 1436 0.003707593000000009
400 2957 1439 0.003847979999999973
400 2944 1441 0.0037365499999999496
400 2973 1453 0.003684867000000036
400 2964 1445 0.0036929310000000104
400 2931 1410 0.0037042940000000524
400 2970 1454 0.003721887999999951
500 3850 1900 0.004776803000000052
500 3849 1909 0.004796962000000016
500 3850 1920 0.004827751999999963
500 3835 1907 0.004892996000000038
500 3880 1910 0.0048471780000000075
500 3852 1924 0.00490655799999995
500 3843 1893 0.004869171000000061
500 3847 1916 0.005085432000000001
500 3831 1899 0.00487466999999997
500 3850 1916 0.004882366999999999
600 4810 2337 0.006095993999999938
600 4799 2322 0.006003258999999983
600 4812 2344 0.006060805999999919
600 4789 2331 0.00606080600000003
600 4778 2316 0.0060424789999999895
600 4790 2328 0.006012055999999988
600 4797 2325 0.006012055999999988
600 4792 2327 0.0059486440000000584
600 4783 2303 0.006021219000000078
600 4772 2321 0.005958173999999983
700 5741 2802 0.00714980799999998
700 5750 2786 0.007168869000000022
700 5747 2813 0.007179499000000034
700 5740 2771 0.007119751999999924
700 5738 2828 0.007352873999999954
700 5758 2825 0.0075522740000000255
700 5762 2806 0.008037577999999934
700 5756 2812 0.007688995000000087
700 5744 2799 0.007258670999999994
700 5773 2796 0.007231180999999864
800 6706 3253 0.00829012699999998
800 6719 3299 0.008412185999999933
800 6701 3297 0.008315784999999964
800 6739 3299 0.00833228000000008
800 6700 3294 0.008212053000000052
800 6742 3303 0.008623315999999992
800 6715 3265 0.008105755000000103
800 6722 3314 0.008464236000000014
800 6742 3298 0.008368200999999909
800 6731 3279 0.008782762999999916
900 7728 3767 0.0092988559999998
